EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
102897,93.046,52.732,65.019,47.237,1.302,226.748,0.88,2.647,17.77,254.036,1.339,-1.395,0.994,28.92,-1.321,1.054,38.718,-1.192,-1.59,52.866,-2.835,283.215,2,108.696,-1.793,0.794,77.701,-0.491,-2.378,186.398,0.0713571365583,b
102898,92.82,0.408,61.599,163.534,1.266,163.8,-0.4,1.074,35.775,391.729,0.281,0.988,0.985,113.443,0.117,2.687,31.894,0.058,1.614,43.942,1.603,457.328,3,119.472,-0.654,-1.14,92.327,0.612,-0.411,246.393,0.358539992008,b
102899,-999.0,75.687,59.214,0.98,-999.0,-999.0,-999.0,1.848,0.98,64.404,0.956,-1.414,-999.0,32.924,-0.171,-1.257,31.48,-1.436,-2.603,51.311,1.225,59.14,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.77951651901,b
102900,223.333,39.091,176.212,3.286,-999.0,-999.0,-999.0,2.98,3.286,169.205,0.866,-1.408,-999.0,90.673,0.56,2.334,78.532,-0.072,-0.578,20.475,-1.597,162.82,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.26662509206,b
102901,84.64,64.057,67.887,143.226,-999.0,-999.0,-999.0,1.417,21.932,257.017,5.268,0.075,-999.0,20.475,1.038,-0.766,107.867,2.135,-1.663,40.42,-2.675,229.091,1,128.674,-0.234,1.472,-999.0,-999.0,-999.0,128.674,2.61674021307,b
102902,-999.0,97.869,113.513,3.87,-999.0,-999.0,-999.0,2.73,3.87,74.623,1.492,-1.371,-999.0,29.943,-0.829,-0.568,44.681,1.434,-2.093,57.455,1.573,86.171,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,6.11888362786,b
102903,123.948,15.087,70.13,82.424,5.756,935.391,-8.258,2.133,14.193,185.452,0.827,1.275,0.936,43.699,0.627,0.601,36.145,0.903,-1.514,50.994,-1.161,292.678,2,57.665,-2.716,1.511,47.943,3.04,-3.099,105.608,0.00150270483101,s
102904,91.877,85.842,68.1,6.324,-999.0,-999.0,-999.0,2.515,6.324,73.445,2.348,-1.235,-999.0,21.94,-1.614,-1.443,51.505,-2.392,2.448,36.288,-0.454,169.517,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,5.15362448507,b
102905,91.563,19.398,38.618,165.42,0.812,84.633,-0.147,1.332,6.139,233.542,1.709,1.331,0.364,22.25,-1.453,1.438,38.031,-0.542,0.466,111.657,0.764,287.039,2,118.14,-0.54,-2.207,55.121,0.272,-2.814,173.261,0.00150187015894,s
102906,90.411,51.125,59.731,40.163,-999.0,-999.0,-999.0,2.442,4.158,96.948,0.878,0.594,-999.0,32.319,0.223,2.286,28.362,0.913,-1.655,25.186,2.08,132.274,1,36.266,-0.392,-0.43,-999.0,-999.0,-999.0,36.266,1.68161144262,b
102907,71.36,57.997,55.839,31.009,-999.0,-999.0,-999.0,2.001,31.009,71.159,2.145,-1.396,-999.0,22.624,-1.936,-1.972,48.535,-1.845,2.313,26.217,0.414,242.075,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.79088170027,b
102908,82.758,36.968,30.608,125.277,2.487,292.36,2.835,1.393,7.515,225.761,1.329,1.408,0.084,20.642,0.276,-2.229,27.435,0.135,-0.843,88.519,-1.612,347.633,2,124.367,0.85,2.042,53.316,3.337,0.385,177.684,0.309795155685,b
102909,37.195,63.673,29.701,33.679,-999.0,-999.0,-999.0,1.054,18.167,93.87,1.635,-0.776,-999.0,22.951,1.336,-1.035,37.522,1.533,0.001,27.276,-2.944,116.726,1,33.396,2.288,1.754,-999.0,-999.0,-999.0,33.396,2.07458333991,b
102910,103.524,16.294,72.952,65.02,1.72,85.498,-0.731,2.815,5.177,156.378,2.523,1.369,0.898,23.256,0.44,0.837,58.681,0.376,-2.632,27.943,-3.037,203.599,2,41.537,0.955,-0.325,32.903,-0.766,0.958,74.44,0.00150270483101,s
102911,-999.0,92.254,70.098,5.451,-999.0,-999.0,-999.0,2.281,5.451,81.325,1.936,-1.305,-999.0,27.703,2.041,1.902,53.622,2.003,-2.101,41.323,0.639,131.781,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.71060297425,b
102912,224.102,90.368,190.392,76.583,-999.0,-999.0,-999.0,2.588,26.654,206.551,1.76,-1.253,-999.0,54.708,0.141,1.117,96.313,1.964,-0.72,21.739,2.738,331.305,1,55.529,-0.08,2.814,-999.0,-999.0,-999.0,55.529,0.307169523947,b
102913,177.933,88.51,154.3,76.064,-999.0,-999.0,-999.0,3.053,14.64,139.937,2.257,-0.085,-999.0,24.061,1.498,2.156,54.31,-1.485,2.806,48.713,0.733,178.196,1,61.566,-0.304,-1.218,-999.0,-999.0,-999.0,61.566,3.20453234892,b
102914,101.104,45.709,62.285,120.122,4.567,782.415,-5.2,1.683,30.516,286.637,0.581,1.32,0.916,52.741,-1.449,-2.879,30.647,-0.801,1.852,58.817,2.989,322.91,3,118.903,-2.407,-0.464,52.797,2.16,1.724,203.248,0.0713571365583,b
102915,147.598,9.196,94.045,47.55,-999.0,-999.0,-999.0,3.074,4.11,113.286,1.219,0.212,-999.0,31.308,0.698,0.815,38.15,-1.018,-1.735,35.697,-1.985,182.436,1,43.828,1.267,1.551,-999.0,-999.0,-999.0,43.828,0.00150270483101,s
102916,76.054,50.23,59.023,67.324,2.702,296.262,-1.221,1.415,10.841,267.841,1.356,-0.414,0.718,35.569,-0.525,-1.424,48.229,-1.556,-0.454,14.159,-3.036,321.824,3,88.505,-2.129,2.914,61.594,0.573,0.799,184.043,0.073899129815,b
102917,112.121,80.043,55.355,29.465,-999.0,-999.0,-999.0,2.662,29.465,60.171,1.955,0.612,-999.0,20.36,0.617,2.392,39.811,0.547,-0.269,41.546,2.515,134.173,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
102918,89.117,34.011,62.053,46.515,-999.0,-999.0,-999.0,2.579,19.495,119.053,1.771,1.413,-999.0,24.008,-0.007,-0.004,42.507,0.304,-2.564,22.824,-1.409,320.957,1,52.537,3.069,1.022,-999.0,-999.0,-999.0,52.537,0.073899129815,b
102919,-999.0,104.547,42.297,110.841,-999.0,-999.0,-999.0,0.769,29.364,202.615,1.747,-0.228,-999.0,42.327,2.085,-3.1,73.963,2.351,-2.378,70.536,-0.76,209.075,1,86.326,3.008,0.991,-999.0,-999.0,-999.0,86.326,0.74405624723,b
102920,86.06,56.239,74.062,2.003,-999.0,-999.0,-999.0,2.867,2.003,49.619,1.433,-1.38,-999.0,20.397,-2.251,-1.174,29.222,-0.124,0.748,30.13,-3.043,77.815,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.68270457578,b
102921,-999.0,77.959,21.822,7.901,-999.0,-999.0,-999.0,0.85,7.901,52.875,1.505,-1.19,-999.0,21.106,-0.841,2.275,31.769,-1.319,2.977,47.998,-0.284,83.029,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.08679553805,b
102922,85.117,48.673,61.509,63.925,-999.0,-999.0,-999.0,2.067,33.171,114.06,1.864,0.995,-999.0,22.45,2.027,2.436,41.855,0.721,0.833,27.314,2.44,175.577,1,49.756,0.122,-0.878,-999.0,-999.0,-999.0,49.756,1.16013520905,b
102923,97.018,47.407,53.226,131.179,-999.0,-999.0,-999.0,1.435,2.094,209.53,0.722,1.159,-999.0,45.177,-2.031,0.915,32.603,-1.251,2.119,68.571,1.069,265.154,1,131.75,-1.535,-1.924,-999.0,-999.0,-999.0,131.75,1.68161144262,b
102924,102.079,4.742,77.886,27.779,-999.0,-999.0,-999.0,2.724,27.779,79.886,1.399,-0.1,-999.0,33.301,-0.324,3.075,46.585,-0.016,-0.502,8.918,-0.268,159.045,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68161144262,b
102925,151.801,64.238,117.046,38.744,-999.0,-999.0,-999.0,3.18,0.943,98.77,1.723,-0.417,-999.0,21.816,1.641,-2.095,37.587,-1.185,2.729,29.303,-0.922,182.538,1,39.368,2.442,0.795,-999.0,-999.0,-999.0,39.368,1.43892842413,b
102926,287.486,170.776,173.005,198.657,-999.0,-999.0,-999.0,2.443,1.336,378.791,0.574,0.871,-999.0,115.287,-1.428,-0.634,66.177,-0.71,1.701,126.022,-0.716,338.149,1,197.327,-0.972,2.697,-999.0,-999.0,-999.0,197.327,0.00265331133733,s
102927,19.35,63.712,18.35,22.636,-999.0,-999.0,-999.0,0.718,22.636,52.381,1.306,-0.884,-999.0,22.717,-0.292,2.455,29.664,-0.509,1.771,39.683,-0.61,151.122,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.00087618624,b
102928,124.464,28.999,89.338,130.376,0.44,139.017,-0.042,1.701,51.387,401.63,1.883,1.414,0.0,37.631,-0.097,-2.42,70.844,-1.366,-1.288,37.62,-1.857,401.196,3,132.808,-0.299,0.632,63.0,0.141,2.191,293.155,0.00150187015894,s
102929,182.978,65.053,150.745,5.918,-999.0,-999.0,-999.0,2.978,5.918,139.822,0.995,-1.413,-999.0,70.087,0.19,-0.355,69.735,1.019,3.068,22.143,1.118,217.026,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.02851812908,b
102930,134.508,41.913,80.898,66.317,3.612,279.15,-2.807,2.736,20.731,174.268,0.826,1.409,0.864,45.415,0.03,-0.408,37.519,-0.017,2.327,52.302,1.341,248.318,2,48.54,2.48,-1.51,42.795,-1.132,3.015,91.334,0.00265331133733,s
102931,77.851,34.74,53.448,23.982,2.252,108.273,-0.943,2.961,3.863,120.688,1.68,-1.414,0.106,20.656,-2.382,0.745,34.71,-2.257,-2.214,20.442,2.649,252.272,2,32.887,-1.695,1.294,32.435,0.556,-0.967,65.322,1.98983080115,b
102932,121.915,12.394,88.604,50.29,-999.0,-999.0,-999.0,2.165,14.365,165.457,0.807,0.211,-999.0,55.794,-1.85,-3.015,45.025,-1.757,1.106,20.658,0.696,174.386,1,64.638,-3.201,-1.189,-999.0,-999.0,-999.0,64.638,0.00150270483101,s
102933,135.033,0.14,107.656,128.995,-999.0,-999.0,-999.0,1.622,25.363,258.659,1.986,1.004,-999.0,51.91,0.29,1.196,103.1,-0.109,2.768,15.058,2.765,366.752,1,103.648,0.37,-0.796,-999.0,-999.0,-999.0,103.648,0.018636116672,s
102934,138.21,44.13,112.714,14.266,-999.0,-999.0,-999.0,2.676,14.266,112.966,0.804,-1.413,-999.0,62.611,-0.737,2.442,50.355,-1.272,-0.18,17.944,-1.829,176.614,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.018636116672,s
102935,126.318,3.859,81.66,85.493,-999.0,-999.0,-999.0,1.966,32.486,148.551,0.741,0.894,-999.0,52.245,-0.133,-1.027,38.689,-1.106,0.681,39.526,0.78,231.631,1,57.617,-1.714,-2.816,-999.0,-999.0,-999.0,57.617,0.018636116672,s
102936,78.388,16.464,57.715,7.533,-999.0,-999.0,-999.0,2.711,7.533,58.247,0.897,-1.372,-999.0,30.707,-0.37,0.712,27.54,-0.746,-2.886,11.107,-1.906,114.14,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.74405624723,b
102937,-999.0,72.396,45.194,0.822,-999.0,-999.0,-999.0,1.889,0.822,57.975,1.839,-1.35,-999.0,20.419,-0.61,-1.046,37.556,-0.861,-2.918,37.528,0.76,73.549,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,4.70845769024,b
102938,122.006,46.533,80.759,65.509,4.884,1130.08,-5.926,2.714,22.512,319.71,0.452,1.403,0.898,61.407,-0.502,1.376,27.733,-0.606,-1.336,29.689,0.555,414.671,3,118.556,-2.247,-2.632,80.245,2.637,0.305,230.57,0.00150270483101,s
102939,104.192,13.86,74.565,38.284,-999.0,-999.0,-999.0,2.235,8.41,115.521,0.981,-0.251,-999.0,41.725,-1.621,1.674,40.953,-1.798,-0.554,16.179,-1.099,166.379,1,32.843,-3.239,3.106,-999.0,-999.0,-999.0,32.843,1.68161144262,b
102940,-999.0,64.124,57.624,69.495,4.267,717.586,-4.182,2.68,102.118,229.678,0.893,-1.409,0.4,31.179,1.234,-1.239,27.832,1.436,1.433,83.48,2.889,113.941,2,101.636,-2.741,2.785,69.031,1.526,-0.273,170.667,0.00150270483101,s
102941,115.982,8.695,82.988,141.676,-999.0,-999.0,-999.0,1.452,1.988,257.909,0.469,1.352,-999.0,79.963,0.388,-2.095,37.467,1.638,-2.835,31.943,-2.583,258.396,1,140.48,0.341,0.747,-999.0,-999.0,-999.0,140.48,0.00265331133733,s
102942,129.86,77.597,109.181,0.972,-999.0,-999.0,-999.0,2.936,0.972,91.082,1.512,-1.382,-999.0,36.264,1.104,2.341,54.818,-0.296,-0.24,30.525,-2.737,46.554,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,5.31161201838,b
102943,112.861,28.571,85.072,1.687,-999.0,-999.0,-999.0,3.007,1.687,84.805,1.107,-1.413,-999.0,40.251,-1.143,0.614,44.555,-0.909,-2.671,5.863,-0.503,92.226,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
102944,111.205,64.42,85.513,2.197,-999.0,-999.0,-999.0,2.944,2.197,72.939,1.538,-1.382,-999.0,28.736,0.503,1.945,44.203,1.822,-0.686,25.913,3.08,83.21,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,5.25403305788,b
102945,60.293,67.724,55.166,31.981,-999.0,-999.0,-999.0,1.48,31.981,80.005,1.084,-1.243,-999.0,38.39,-0.803,1.774,41.615,-0.293,0.385,38.367,-1.637,195.837,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.97912348146,b
102946,125.591,2.865,90.613,60.927,-999.0,-999.0,-999.0,2.529,27.784,117.127,1.926,1.103,-999.0,28.206,1.684,-1.246,54.329,0.271,2.939,15.087,3.039,158.129,1,34.591,-0.132,0.43,-999.0,-999.0,-999.0,34.591,0.018636116672,s
102947,116.012,26.337,78.769,13.296,-999.0,-999.0,-999.0,3.065,13.296,76.15,1.312,-1.414,-999.0,32.94,1.128,3.103,43.21,0.524,-0.176,9.733,1.219,147.158,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
102948,122.258,73.615,78.967,23.287,-999.0,-999.0,-999.0,2.579,23.287,83.913,1.738,-0.285,-999.0,30.649,0.215,0.638,53.264,-0.183,-3.097,25.787,0.278,104.648,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.12407461431,b
102949,102.408,69.455,61.499,43.366,-999.0,-999.0,-999.0,2.393,2.933,105.121,1.057,-0.062,-999.0,31.441,-0.48,-0.924,33.244,-0.937,1.425,37.604,-1.339,108.856,1,40.436,-2.188,2.412,-999.0,-999.0,-999.0,40.436,0.00150270483101,s
102950,217.929,90.25,100.146,80.901,-999.0,-999.0,-999.0,3.064,4.868,172.299,3.215,1.41,-999.0,21.616,0.569,3.028,69.493,-0.979,-0.611,55.411,-2.239,212.163,1,81.19,-2.448,1.524,-999.0,-999.0,-999.0,81.19,2.75538719569,b
102951,109.724,18.634,63.676,127.007,-999.0,-999.0,-999.0,1.6,24.815,216.235,1.214,1.298,-999.0,37.989,-0.118,-1.68,46.111,0.694,-3.058,63.005,-2.711,260.949,1,132.136,2.084,0.376,-999.0,-999.0,-999.0,132.136,0.00150270483101,s
102952,151.28,108.666,100.801,22.718,-999.0,-999.0,-999.0,2.493,19.954,141.258,1.707,-1.102,-999.0,40.077,-0.461,0.787,68.4,-0.845,-1.676,43.219,1.54,134.78,1,32.78,-0.055,2.656,-999.0,-999.0,-999.0,32.78,2.1149750767,b
102953,165.913,19.559,103.351,36.183,-999.0,-999.0,-999.0,3.325,1.913,110.516,0.746,1.396,-999.0,41.805,0.132,0.134,31.17,1.95,-2.651,29.669,-1.996,149.131,1,37.541,1.824,1.655,-999.0,-999.0,-999.0,37.541,0.018636116672,s
102954,145.378,19.534,73.199,50.824,-999.0,-999.0,-999.0,2.629,23.72,138.619,0.613,-0.781,-999.0,48.03,0.927,0.671,29.461,1.155,-1.949,69.196,-2.385,161.597,1,61.127,1.498,1.475,-999.0,-999.0,-999.0,61.127,0.00265331133733,s
102955,-999.0,78.154,57.334,1.184,-999.0,-999.0,-999.0,1.767,1.184,69.557,1.084,-1.414,-999.0,33.373,-1.316,3.04,36.184,-0.471,1.488,48.8,-0.901,66.722,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.56637546514,b
102956,-999.0,74.155,109.705,5.734,-999.0,-999.0,-999.0,2.353,5.734,105.738,0.666,-1.383,-999.0,63.459,-0.901,-2.287,42.278,-2.095,1.968,53.05,0.17,94.531,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.91635897703,b
102957,-999.0,146.211,85.574,71.874,-999.0,-999.0,-999.0,2.642,36.559,134.345,1.65,-1.211,-999.0,32.581,1.3,1.82,53.754,0.59,-0.724,100.169,2.59,220.315,1,48.01,-1.33,-1.215,-999.0,-999.0,-999.0,48.01,2.18482188825,b
102958,78.838,37.061,60.73,79.444,1.703,131.666,-0.428,1.673,27.472,204.129,2.432,0.071,0.0,20.805,0.674,-2.924,50.609,2.33,3.122,18.796,-1.872,257.59,3,53.374,0.307,-0.716,47.683,-1.396,1.346,132.714,1.37339094711,b
102959,-999.0,62.422,95.19,14.207,-999.0,-999.0,-999.0,2.994,14.207,65.473,0.961,-1.414,-999.0,33.385,-0.301,-0.974,32.088,-2.25,1.299,41.442,-2.929,107.151,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,5.38409995563,b
102960,64.705,70.597,53.404,33.507,-999.0,-999.0,-999.0,1.653,25.571,122.339,2.224,-1.289,-999.0,22.924,0.412,-2.38,50.976,-0.405,2.466,25.176,-0.332,121.964,1,48.439,0.078,0.285,-999.0,-999.0,-999.0,48.439,2.31970276487,b
102961,65.736,47.223,45.865,56.134,-999.0,-999.0,-999.0,1.898,9.314,122.086,1.315,1.139,-999.0,24.483,-1.457,1.647,32.195,-1.25,-0.24,29.718,1.497,160.57,1,65.409,-0.639,-2.183,-999.0,-999.0,-999.0,65.409,1.99648369195,b
102962,71.437,53.52,61.655,34.134,4.039,402.727,-3.639,1.755,85.226,190.976,0.94,-1.07,0.97,36.804,-0.13,0.697,34.612,1.013,-0.635,31.731,-2.515,117.357,2,85.29,2.683,-2.838,34.269,-1.356,2.663,119.559,0.00150270483101,s
102963,120.289,15.389,89.467,24.255,-999.0,-999.0,-999.0,2.965,24.255,73.006,1.171,1.414,-999.0,33.628,0.311,0.785,39.378,1.715,-1.826,4.425,-0.581,164.519,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
102964,-999.0,77.049,211.323,1.666,-999.0,-999.0,-999.0,3.922,1.666,79.119,1.21,-1.404,-999.0,35.8,-1.864,-1.863,43.319,1.461,0.217,41.11,2.518,62.716,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,6.51374897091,b
102965,108.713,6.3,83.999,111.562,0.731,63.487,0.672,1.61,48.886,291.376,2.277,1.184,0.013,35.282,0.651,0.635,80.348,1.661,-0.619,14.439,-0.433,415.406,3,87.583,1.263,-2.974,57.75,0.532,2.916,175.745,0.300975113091,b
102966,129.704,77.838,114.483,70.455,-999.0,-999.0,-999.0,2.474,24.445,137.181,0.631,-0.575,-999.0,53.436,0.064,1.961,33.724,-1.93,-2.859,46.566,0.661,130.365,1,50.021,1.433,-1.569,-999.0,-999.0,-999.0,50.021,2.282293399,b
102967,58.496,57.18,41.678,34.64,-999.0,-999.0,-999.0,1.93,34.64,49.897,1.255,-0.388,-999.0,22.125,-2.142,-2.558,27.772,-1.657,-0.69,30.829,2.88,130.316,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.02191392245,b
102968,126.87,68.225,83.335,52.22,1.468,142.259,-0.527,2.738,47.128,282.45,1.83,1.409,0.001,31.202,2.28,-2.11,57.107,2.021,1.448,34.9,-3.096,340.471,3,61.569,-0.624,-1.434,49.568,0.844,1.749,194.141,0.00150270483101,s
102969,-999.0,110.858,68.286,45.578,-999.0,-999.0,-999.0,2.256,45.578,69.638,1.931,-1.414,-999.0,23.762,0.954,-2.306,45.876,2.145,-0.391,83.281,1.834,173.913,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,5.33645241079,b
102970,134.787,0.148,80.365,62.492,1.27,59.462,7.098,2.743,0.461,153.371,1.241,0.992,0.591,36.796,-2.258,1.584,45.657,-2.278,-1.956,49.126,-1.953,115.052,2,38.635,-2.104,0.524,32.283,-3.374,1.497,70.918,0.00265331133733,s
102971,173.683,97.555,104.387,29.071,1.249,104.083,3.096,2.959,32.275,178.623,1.624,-0.762,0.025,32.826,2.127,3.14,53.306,0.667,-0.57,44.745,2.671,177.332,2,56.645,1.243,0.084,35.846,2.492,-2.246,92.491,1.16438023821,b
102972,-999.0,80.907,85.5,9.052,-999.0,-999.0,-999.0,2.141,9.052,69.87,0.791,-1.394,-999.0,39.015,-0.274,2.399,30.855,-2.271,1.629,55.876,-1.058,217.564,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.36611962505,b
102973,94.255,81.434,75.973,26.272,0.017,119.653,5.637,1.85,43.839,272.952,1.452,-1.414,0.0,39.415,0.839,-2.77,57.226,0.713,1.668,35.669,-0.578,356.821,3,69.217,2.383,-2.995,60.068,2.366,-0.709,176.312,0.96278231531,b
102974,94.316,67.818,65.178,173.199,1.975,348.436,-0.867,1.076,17.095,413.613,0.508,0.605,0.342,88.116,-0.314,-1.016,44.733,-0.694,-2.023,64.61,-0.658,550.076,2,221.498,1.316,2.007,59.265,-0.659,-1.492,280.764,0.358539992008,b
102975,213.057,53.985,171.902,40.585,0.698,78.761,0.254,3.134,34.374,160.473,0.748,-1.31,0.003,49.686,-1.324,-0.531,37.144,1.462,0.905,26.331,2.988,196.032,2,39.936,0.962,-2.866,33.707,0.264,0.277,73.642,1.23812294205,b
102976,140.187,20.589,101.358,2.83,-999.0,-999.0,-999.0,3.086,2.83,101.378,0.947,-1.414,-999.0,52.078,-0.299,-0.095,49.3,-0.363,3.103,4.992,1.672,140.631,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.018636116672,s
102977,41.091,60.587,32.032,43.539,-999.0,-999.0,-999.0,1.04,20.135,99.715,2.244,-0.899,-999.0,20.033,2.191,3.13,44.962,1.271,2.646,20.423,-0.545,146.233,1,34.72,0.911,0.214,-999.0,-999.0,-999.0,34.72,5.23258710653,b
102978,-999.0,92.549,128.696,28.857,-999.0,-999.0,-999.0,3.409,28.857,63.939,1.404,-1.293,-999.0,26.602,1.972,2.012,37.337,-0.787,0.009,59.672,-2.736,99.004,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.9020340854,b
102979,71.235,41.529,48.55,69.811,-999.0,-999.0,-999.0,1.698,31.052,109.293,2.238,1.312,-999.0,21.586,-2.148,3.004,48.317,-2.051,-1.583,25.166,-2.859,313.99,1,39.391,-1.194,0.967,-999.0,-999.0,-999.0,39.391,1.45484847268,b
102980,95.285,28.064,74.207,57.206,-999.0,-999.0,-999.0,2.225,22.45,106.704,1.632,-0.0,-999.0,21.396,-0.872,-0.751,34.913,1.353,-0.738,11.045,-2.33,173.682,1,50.395,-1.15,2.606,-999.0,-999.0,-999.0,50.395,2.79457674405,b
102981,119.123,11.459,81.995,4.786,-999.0,-999.0,-999.0,3.193,4.786,72.654,0.58,-1.396,-999.0,45.98,0.013,-1.521,26.675,1.174,1.453,16.454,2.007,89.289,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.33299005479,b
102982,98.059,44.577,62.846,160.801,0.229,34.709,6.397,1.408,4.382,269.283,3.734,1.402,0.025,23.324,-1.389,-2.119,87.093,-2.312,3.102,63.45,-2.572,321.779,2,122.448,-2.646,0.225,36.418,-2.417,0.644,158.866,1.45484847268,b
102983,70.244,50.786,51.012,71.898,-999.0,-999.0,-999.0,1.685,2.803,135.695,2.152,0.581,-999.0,20.43,-0.12,1.758,43.973,1.104,2.917,30.031,1.37,164.89,1,71.292,-2.588,-1.008,-999.0,-999.0,-999.0,71.292,1.45484847268,b
102984,124.654,21.06,85.111,32.977,-999.0,-999.0,-999.0,2.931,21.756,120.446,1.023,1.404,-999.0,36.628,0.314,-1.004,37.46,1.463,1.693,17.459,0.844,178.474,1,46.358,-1.422,-2.957,-999.0,-999.0,-999.0,46.358,2.0433070134,b
102985,129.041,8.846,82.654,113.858,-999.0,-999.0,-999.0,1.847,31.172,189.584,0.672,1.212,-999.0,54.095,-0.917,-0.442,36.343,-2.246,0.84,45.058,0.621,256.723,1,99.146,-0.011,-3.133,-999.0,-999.0,-999.0,99.146,0.00265331133733,s
102986,120.933,8.204,73.371,100.099,0.686,33.862,8.453,1.646,20.326,191.184,0.457,0.775,0.0,73.724,-0.616,-2.96,33.689,-0.823,1.691,49.051,1.489,232.72,2,51.954,-3.27,-0.937,31.816,-2.585,-0.815,83.77,0.00150270483101,s
102987,-999.0,114.103,69.796,35.367,-999.0,-999.0,-999.0,1.796,2.793,125.424,3.523,-1.357,-999.0,20.312,0.626,-1.834,71.566,-0.713,-3.032,47.359,0.51,115.313,1,33.546,3.061,0.06,-999.0,-999.0,-999.0,33.546,0.74405624723,b
102988,133.55,7.24,81.867,116.887,0.119,88.615,0.672,1.979,3.274,214.746,1.193,0.366,0.0,32.374,-2.315,-2.465,38.626,-0.34,-2.593,46.767,-2.764,275.677,2,89.796,-0.881,0.019,53.95,-0.762,1.358,143.746,0.00265331133733,s
102989,-999.0,107.474,76.155,0.907,-999.0,-999.0,-999.0,1.902,0.907,95.333,1.479,-1.386,-999.0,38.452,0.874,-1.62,56.881,0.883,2.76,56.964,0.291,112.228,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.00150187015894,s
102990,150.451,1.405,104.196,16.856,3.17,497.68,-2.259,3.001,64.465,367.565,0.932,1.169,0.782,49.358,-0.396,-2.921,46.019,-1.29,-0.056,10.644,-0.12,384.779,3,141.0,-2.088,1.543,68.029,1.082,-1.951,272.188,0.00150270483101,s
102991,156.773,32.096,105.483,30.461,-999.0,-999.0,-999.0,2.533,28.316,147.937,0.667,-1.016,-999.0,62.792,0.355,0.018,41.878,1.21,-2.366,43.713,-3.135,312.793,1,43.266,-1.046,1.918,-999.0,-999.0,-999.0,43.266,0.018636116672,s
102992,110.783,34.205,83.078,6.14,-999.0,-999.0,-999.0,3.186,6.14,73.746,1.026,-1.408,-999.0,36.399,-0.971,-1.559,37.347,-1.971,1.466,8.334,-2.172,144.196,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,4.62646624375,b
